species_id,alpha,common,weight_female_min,weight_female_max,weight_male_min,weight_male_min,wing_female_min,wing_female_max,wing_male_min,wing_male_max,tail_female_min,tail_female_max,tail_male_min,tail_male_max
7020,SATH,Sage Thrasher,36,48,36,48,91,98,93,100,84,92,87,95
7030,NOMO,Northern Mockingbird,39,51,44,56,97,112,104,120,100,127,106,134
7031,BAMO,Bahama Mockingbird,0,0,0,0,0,0,0,0,0,0,0,0
7032,TRMO,Tropical Mockingbird,0,0,0,0,0,0,0,0,0,0,0,0
7040,GRCA,Gray Catbird,31,44,31,44,82,94,84,96,85,97,90,103
7050,BRTH,Brown Thrasher,60,80,60,80,94,111,98,114,111,138,115,136
7060,LBTH,Long-billed Thrasher,57,79,57,79,90,101,92,103,114,128,117,132
7070,CBTH,Curve-billed Thrasher,66,91,71,97,96,108,101,113,99,123,105,130
7080,BETH,Bendire's Thrasher,54,70,54,70,97,106,100,110,101,111,105,115
7100,CATH,California Thrasher,77,92,77,92,90,102,93,105,118,133,121,137
7110,LCTH,LeConte's Thrasher,54,70,54,70,91,100,93,103,113,129,115,131
7111,PETH,Pearly-eyed Thrasher,0,0,0,0,0,0,0,0,0,0,0,0
7120,CRTH,Crissal Thrasher,54,70,54,70,95,102,97,105,126,145,131,150
7130,CACW,Cactus Wren,31,40,33,44,76,84,81,89,71,84,76,86
7140,SIWR,Sinaloa Wren,12.1,16.6,14.6,19.4,52,51,56,63,39,48,43,52
7150,ROWR,Rock Wren,13.6,18.1,13.6,18.1,63,71,65,74,45,58,47,59
7170,CANW,Canyon Wren,8.5,13.3,9.8,14.7,54,65,56,67,45,58,47,61
7180,CARW,Carolina Wren,15.7,20.3,17.9,22.8,53,62,56,64,43,52,46,55
7190,BEWR,Bewick's Wren,8.3,11.2,8.3,11.2,47,58,49,60,46,60,47,56
7210,HOWR,House Wren,9.2,12.8,9.2,12.8,46,53,48,55,38,45,40,48
7220,WIWR,Winter Wren,7.2,9.8,7.6,10.4,43,50,45,52,25,33,28,36
7221,PAWR,Pacific Wren,7,9.5,7.4,10,42,50,44,52,25,33,28,36
7240,SEWR,Sedge Wren,7.1,8.9,7.1,8.9,40,46,42,48,34,39,36,41
7250,MAWR,Marsh Wren,8.2,11.8,9.3,13.1,42,53,45,55,33,49,36,50
7260,BRCR,Brown Creeper,6.7,9.7,6.7,9.7,56,67,58,69,53,67,55,69
7261,RWBU,Red-whiskered Bulbul,24,31,24,31,77,86,80,89,72,80,75,84
7262,RVBU,Red-vented Bulbul,0,0,0,0,0,0,0,0,0,0,0,0
7270,WBNU,White-breasted Nuthatch,16,24,16,24,81,94,87,96,40,49,40,51
7280,RBNU,Red-breasted Nuthatch,8.3,12.5,8.3,12.5,60,70,64,73,33,38,35,39
7290,BHNU,Brown-headed Nuthatch,8.1,11.6,8.1,11.6,58,66,60,68,28,32,29,33
7300,PYNU,Pygmy Nuthatch,8.6,12.2,8.6,12.2,58,69,60,71,28,37,30,39
7310,TUTI,Tufted Titmouse,17.9,23.2,18.7,24.2,73,83,76,86,64,76,66,79
7320,BCTI,Black-crested Titmouse,15.3,19.7,16.5,20.9,65,79,66,82,57,70,58,72
7330,OATI,Oak Titmouse,13.2,19.2,13.9,20.1,62,71,65,74,52,61,55,64
7331,JUTI,Juniper Titmouse,13.5,19.8,13.5,19.8,65,75,67,77,52,61,55,64
7339,PLTI,Plain Titmouse,13.2,19.8,13.5,20.1,62,75,65,77,52,61,55,64
7340,BRTI,Bridled Titmouse,9,10.8,9.5,11.4,58,65,62,68,53,60,58,63
7341,VATI,Varied Tit,0,0,0,0,0,0,0,0,0,0,0,0
7350,BCCH,Black-capped Chickadee,8.5,13,9,13.5,57,71,58,73,53,71,54,72
7356,HYCH,Hybrid Chickadee,8,13.5,8.4,13.5,53,74,56,75,44,71,46,72
7360,CACH,Carolina Chickadee,8.1,11.4,8.6,12.1,54,65,56,68,45,61,47,63
7370,MECH,Mexican Chickadee,9.1,11.9,9.1,11.9,63,72,65,74,55,63,57,64
7380,MOCH,Mountain Chickadee,9.2,12.4,9.7,12.9,60,74,62,75,52,66,55,67
7390,GHCH,Gray-headed Chickadee,10.8,13.5,10.8,13.5,64,70,67,73,62,68,64,70
7400,BOCH,Boreal Chickadee,8.4,12.5,8.4,12.5,53,69,57,70,54,68,55,70
7410,CBCH,Chestnut-backed Chickadee,8,10.2,8.6,10.8,54,63,57,66,44,52,46,53
7420,WREN,Wrentit,13.2,16.1,13.2,16.1,50,58,51,60,71,84,74,88
7421,RBLE,Red-billed Leiothrix,0,0,0,0,0,0,0,0,0,0,0,0
7422,HWAM,Hwamei,0,0,0,0,0,0,0,0,0,0,0,0
7423,GNLA,Greater Necklaced Laughingthrush,0,0,0,0,0,0,0,0,0,0,0,0
7424,OBNT,Orange-billed Nightingale-Thrush,0,0,0,0,0,0,0,0,0,0,0,0
7430,BUSH,Bushtit,4.7,6.2,4.9,6.5,43,51,44,52,46,58,48,61
7460,VERD,Verdin,5.7,7.6,6.4,8.2,48,54,50,57,43,48,46,50
7461,JABW,Japanese Bush-Warbler,0,0,0,0,0,0,0,0,0,0,0,0
7462,MILL,Millerbird,0,0,0,0,0,0,0,0,0,0,0,0
7470,ARWA,Arctic Warbler,8.5,10.1,8.5,10.1,58,65,62,70,42,49,44,52
7471,MIGW,Middendorff's Grasshopper-Warbler,0,0,0,0,0,0,0,0,0,0,0,0
7473,WOWA,Wood Warbler,0,0,0,0,0,0,0,0,0,0,0,0
7474,DUWA,Dusky Warbler,0,0,0,0,0,0,0,0,0,0,0,0
7475,LANW,Lanceolated Warbler,0,0,0,0,0,0,0,0,0,0,0,0
7480,GCKI,Golden-crowned Kinglet,5.3,7.3,5.3,7.3,49,59,51,62,40,49,42,51
7490,RCKI,Ruby-crowned Kinglet,5.1,7.6,5.6,8.1,49,60,52,64,38,47,40,51
7491,SIAC,Siberian Accentor,0,0,0,0,0,0,0,0,0,0,0,0
7510,BGGN,Blue-gray Gnatcatcher,5.2,7.3,5.2,7.3,46,53,48,55,47,54,48,55
7520,BTGN,Black-tailed Gnatcatcher,4.5,6.3,4.5,6.3,43,48,45,50,44,53,47,55
7530,CAGN,California Gnatcatcher,5.2,6.9,5.2,6.9,43,48,45,50,47,51,48,53
7531,BCGN,Black-capped Gnatcatcher,4.8,6.9,4.8,6.9,44,49,46,52,49,55,51,57
7532,BACG,Baja Gnatcatcher,0,0,0,0,0,0,0,0,0,0,0,0
7540,TOSO,Townsend's Solitaire,28,38,28,38,105,116,108,120,94,106,98,110
7541,OMAO,Omao,0,0,0,0,0,0,0,0,0,0,0,0
7542,PUAI,Puaiohi,0,0,0,0,0,0,0,0,0,0,0,0
7543,KAMA,Kamao,0,0,0,0,0,0,0,0,0,0,0,0
7545,OLOM,Olomao,0,0,0,0,0,0,0,0,0,0,0,0
7550,WOTH,Wood Thrush,41,59,41,59,96,106,100,110,62,75,64,77
7560,VEER,Veery,25,37,25,37,89,100,92,104,62,74,65,78
7570,GCTH,Gray-cheeked Thrush,27,40,27,40,94,104,97,107,65,71,67,73
7571,BITH,Bicknell's Thrush,23,31,23,31,84,92,88,96,61,67,62,69
7579,GCBT,Unidentified Gray-cheeked/Bicknell's Thrush,23,40,23,40,84,104,88,107,61,71,62,73
7580,SWTH,Swainson's Thrush,23,40,23,40,86,103,90,107,62,73,66,78
7590,HETH,Hermit Thrush,20,36,20,36,79,106,84,109,59,76,62,79
7600,REDW,Redwing,0,0,0,0,0,0,0,0,0,0,0,0
7610,AMRO,American Robin,67,90,71,95,115,140,120,144,84,106,88,112
7612,FIEL,Fieldfare,0,0,0,0,0,0,0,0,0,0,0,0
7613,EYTH,Eyebrowed Thrush,0,0,0,0,0,0,0,0,0,0,0,0
7614,DUTH,Dusky Thrush,0,0,0,0,0,0,0,0,0,0,0,0
7621,CCTH,Clay-colored Thrush,70,85,75,90,113,125,116,129,92,103,95,109
7622,RBRO,Rufous-backed Robin,0,0,0,0,0,0,0,0,0,0,0,0
7623,RLTH,Red-legged Thrush,0,0,0,0,0,0,0,0,0,0,0,0
7630,VATH,Varied Thrush,70,89,70,89,118,131,121,134,78,90,82,94
7631,AZTH,Aztec Thrush,0,0,0,0,0,0,0,0,0,0,0,0
7640,BLUE,Bluethroat,15.5,23.8,15.5,23.8,69,77,72,81,49,54,51,57
7641,SIRU,Siberian Rubythroat,0,0,0,0,0,0,0,0,0,0,0,0
7642,RFBL,Red-flanked Bluetail,0,0,0,0,0,0,0,0,0,0,0,0
7650,NOWH,Northern Wheatear,25,35,25,35,88,108,92,110,49,58,52,60
7660,EABL,Eastern Bluebird,24,35,24,35,91,104,95,109,57,67,58,70
7670,WEBL,Western Bluebird,22,32,22,32,97,108,100,115,56,68,60,71
7676,HYBL,Hybrid Western/Mountain Bluebird,0,0,0,0,0,0,0,0,0,0,0,0
7680,MOBL,Mountain Bluebird,22,33,22,33,101,116,108,121,63,72,66,76
7690,WRSH,White-rumped Shama,0,0,0,0,0,0,0,0,0,0,0,0
7700,HAEL,Hawaii Elepaio,0,0,0,0,0,0,0,0,0,0,0,0
7701,OAEL,Oahu Elepaio,0,0,0,0,0,0,0,0,0,0,0,0
7702,KAEL,Kauai Elepaio,0,0,0,0,0,0,0,0,0,0,0,0
7710,TAFL,Taiga Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
7720,DSFL,Dark-sided Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
7730,GSFL,Gray-streaked Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
7740,LAFI,Laysan Finch,0,0,0,0,0,0,0,0,0,0,0,0
7750,NIFI,Nihoa Finch,0,0,0,0,0,0,0,0,0,0,0,0
7760,OU,Ou,0,0,0,0,0,0,0,0,0,0,0,0
7770,PALI,Palila,0,0,0,0,0,0,0,0,0,0,0,0
7810,MAPA,Maui Parrotbill,0,0,0,0,0,0,0,0,0,0,0,0
7820,HAAM,Hawaii Amakihi,0,0,0,0,0,0,0,0,0,0,0,0
7821,OAAM,Oahu Amakihi,0,0,0,0,0,0,0,0,0,0,0,0
7830,KAAM,Kauai Amakihi,0,0,0,0,0,0,0,0,0,0,0,0
7840,ANIA,Anianiau,0,0,0,0,0,0,0,0,0,0,0,0
7870,OAAK,Oahu Akialoa,0,0,0,0,0,0,0,0,0,0,0,0
7880,NUKU,Nukupuu,0,0,0,0,0,0,0,0,0,0,0,0
7890,AKIP,Akiapolaau,0,0,0,0,0,0,0,0,0,0,0,0
7900,AKIK,Akikiki,0,0,0,0,0,0,0,0,0,0,0,0
7910,HCRE,Hawaii Creeper,0,0,0,0,0,0,0,0,0,0,0,0
7920,MAAL,Maui Alauahio,0,0,0,0,0,0,0,0,0,0,0,0
7930,KAKA,Kakawahie,0,0,0,0,0,0,0,0,0,0,0,0
7940,OAAL,Oahu Alauahio,0,0,0,0,0,0,0,0,0,0,0,0
7950,AKEP,Akepa,0,0,0,0,0,0,0,0,0,0,0,0
7960,AKEK,Akekee,0,0,0,0,0,0,0,0,0,0,0,0
7980,IIWI,Iiwi,0,0,0,0,0,0,0,0,0,0,0,0
8010,AKOH,Akohekohe,0,0,0,0,0,0,0,0,0,0,0,0
8020,APAP,Apapane,0,0,0,0,0,0,0,0,0,0,0,0
8040,POUL,Poo-uli,0,0,0,0,0,0,0,0,0,0,0,0
8041,NRBI,Northern Red Bishop,0,0,0,0,0,0,0,0,0,0,0,0
8042,YCBI,Yellow-crowned Bishop,0,0,0,0,0,0,0,0,0,0,0,0
8050,RCCO,Red-cheeked Cordonbleu,0,0,0,0,0,0,0,0,0,0,0,0
8060,LAVW,Lavender Waxbill,0,0,0,0,0,0,0,0,0,0,0,0
8070,ORAW,Orange-cheeked Waxbill,0,0,0,0,0,0,0,0,0,0,0,0
8080,BRWX,Black-rumped Waxbill,0,0,0,0,0,0,0,0,0,0,0,0
8081,COMW,Common Waxbill,0,0,0,0,0,0,0,0,0,0,0,0
8090,REAV,Red Avadavat,0,0,0,0,0,0,0,0,0,0,0,0
8100,AFSI,African Silverbill,0,0,0,0,0,0,0,0,0,0,0,0
8101,BRMA,Bronze Mannikin,0,0,0,0,0,0,0,0,0,0,0,0
8110,SBMU,Scaly-breasted Munia,11.7,16.3,11.7,16.3,49,56,50,57,27,32,28,34
8120,TRMU,Tricolored Munia,0,0,0,0,0,0,0,0,0,0,0,0
8130,JAVS,Java Sparrow,0,0,0,0,0,0,0,0,0,0,0,0
8131,PTWH,Pin-tailed Whydah,0,0,0,0,0,0,0,0,0,0,0,0
8501,KIPE,King Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8502,EMPE,Emperor Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8503,GEPE,Gentoo Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8504,ADPE,Adelie Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8505,CHPE,Chinstrap Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8506,VIPE,Victoria Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8508,ROCP,Rockhopper Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8509,ROYP,Royal Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8510,MACP,Macaroni Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8512,FAPE,Fairy Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8514,AFPE,African Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8515,HUPE,Humboldt Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8516,MAGP,Magellanic Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8517,GALP,Galapagos Penguin,0,0,0,0,0,0,0,0,0,0,0,0
8519,ROAL,Royal Albatross,0,0,0,0,0,0,0,0,0,0,0,0
8521,BUAL,Buller's Albatross,0,0,0,0,0,0,0,0,0,0,0,0
8522,GHAL,Gray-headed Albatross,0,0,0,0,0,0,0,0,0,0,0,0
8523,SOAL,Sooty Albatross,0,0,0,0,0,0,0,0,0,0,0,0
8524,LMSA,Light-mantled Albatross,0,0,0,0,0,0,0,0,0,0,0,0
8525,SGPE,Southern Giant-Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8526,SOFU,Southern Fulmar,0,0,0,0,0,0,0,0,0,0,0,0
8527,BLPE,Blue Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8528,BBPR,Broad-billed Prion,0,0,0,0,0,0,0,0,0,0,0,0
8529,DOPR,Dove Prion,0,0,0,0,0,0,0,0,0,0,0,0
8530,TBPR,Thin-billed Prion,0,0,0,0,0,0,0,0,0,0,0,0
8531,FAPR,Fairy Prion,0,0,0,0,0,0,0,0,0,0,0,0
8532,ANPE,Antarctic Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8533,WCPE,White-chinned Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8536,KEPE,Kerguelen Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8537,SNPE,Snow Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8538,GBSP,Gray-backed Storm-Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8541,BECO,Blue-eyed Cormorant,0,0,0,0,0,0,0,0,0,0,0,0
8543,SNSH,Snowy Sheathbill,0,0,0,0,0,0,0,0,0,0,0,0
8544,LESH,Lesser Sheathbill,0,0,0,0,0,0,0,0,0,0,0,0
8546,KEGU,Kelp Gull,0,0,0,0,0,0,0,0,0,0,0,0
8548,ANTE,Antarctic Tern,0,0,0,0,0,0,0,0,0,0,0,0
8549,KETE,Kerguelen Tern,0,0,0,0,0,0,0,0,0,0,0,0
8552,HYSK,Hybrid Skua,0,0,0,0,0,0,0,0,0,0,0,0
8553,NGPE,Northern Giant-Petrel,0,0,0,0,0,0,0,0,0,0,0,0
8554,BRSK,Brown Skua,0,0,0,0,0,0,0,0,0,0,0,0
8560,TIMO,Tinian Monarch,0,0,0,0,0,0,0,0,0,0,0,0
8570,MARC,Mariana Crow,0,0,0,0,0,0,0,0,0,0,0,0
8580,GUSW,Guam Swiftlet,0,0,0,0,0,0,0,0,0,0,0,0
8590,NIRW,Nightingale Reed Warbler,0,0,0,0,0,0,0,0,0,0,0,0
8600,MIME,Micronesian Megapode,0,0,0,0,0,0,0,0,0,0,0,0
8610,WRSW,White-rumped Swiftlet,0,0,0,0,0,0,0,0,0,0,0,0
8620,PCFD,Purple-capped Fruit Dove,0,0,0,0,0,0,0,0,0,0,0,0
8630,COLK,Collared Kingfisher,0,0,0,0,0,0,0,0,0,0,0,0
8640,SAST,Samoan Starling,0,0,0,0,0,0,0,0,0,0,0,0
8650,POST,Polynesian Starling,0,0,0,0,0,0,0,0,0,0,0,0
8660,CAHO,Cardinal Honeyeater,0,0,0,0,0,0,0,0,0,0,0,0
8670,WAHO,Wattled Honeyeater,0,0,0,0,0,0,0,0,0,0,0,0
8680,MIMY,Micronesian Myzomela,0,0,0,0,0,0,0,0,0,0,0,0
8690,RUFA,Rufous Fantail,0,0,0,0,0,0,0,0,0,0,0,0
8691,FISH,Fiji Shrikebill,0,0,0,0,0,0,0,0,0,0,0,0
8700,BRWE,Bridled White-eye,0,0,0,0,0,0,0,0,0,0,0,0
8710,GOWE,Golden White-eye,0,0,0,0,0,0,0,0,0,0,0,0
8720,MIST,Micronesian Starling,0,0,0,0,0,0,0,0,0,0,0,0
8740,BLDR,Black Drongo,0,0,0,0,0,0,0,0,0,0,0,0
8750,LTCU,Long-tailed Cuckoo,0,0,0,0,0,0,0,0,0,0,0,0
8760,MCFD,Many-colored Fruit Dove,0,0,0,0,0,0,0,0,0,0,0,0
8770,PAPI,Pacific Pigeon,0,0,0,0,0,0,0,0,0,0,0,0
8780,SHGD,Shy Ground Dove,0,0,0,0,0,0,0,0,0,0,0,0
8790,MICK,Micronesian Kingfisher,0,0,0,0,0,0,0,0,0,0,0,0
8791,GMKI,Guam Micronesian Kingfisher,0,0,0,0,0,0,0,0,0,0,0,0
8800,MGSW,Mariana Gray Swiftlet,0,0,0,0,0,0,0,0,0,0,0,0
8810,ROWE,Rota White-eye,0,0,0,0,0,0,0,0,0,0,0,0
9067,PRMA,Puerto Rican Mango,0,0,0,0,0,0,0,0,0,0,0,0
9071,STTL,Streamertail,0,0,0,0,0,0,0,0,0,0,0,0
9081,JATO,Jamaican Tody,0,0,0,0,0,0,0,0,0,0,0,0
9094,SAFL,Sad Flycatcher,0,0,0,0,0,0,0,0,0,0,0,0
9099,YBEL,Yellow-bellied Elaenia,0,0,0,0,0,0,0,0,0,0,0,0
9101,GAEL,Greater Antillean Elaenia,0,0,0,0,0,0,0,0,0,0,0,0
9102,JAEL,Jamaican Elaenia,0,0,0,0,0,0,0,0,0,0,0,0
9107,JACR,Jamaican Crow,0,0,0,0,0,0,0,0,0,0,0,0
9109,SHWR,Southern House Wren,0,0,0,0,0,0,0,0,0,0,0,0
9116,BRTR,Brown Trembler,0,0,0,0,0,0,0,0,0,0,0,0
9120,WETH,White-eyed Thrush,0,0,0,0,0,0,0,0,0,0,0,0
9122,WCTH,White-chinned Thrush,0,0,0,0,0,0,0,0,0,0,0,0
9127,RTSO,Rufous-throated Solitaire,0,0,0,0,0,0,0,0,0,0,0,0
9130,TBVI,Thick-billed Vireo,0,0,0,0,0,0,0,0,0,0,0,0
9132,JAVI,Jamaican Vireo,0,0,0,0,0,0,0,0,0,0,0,0
9138,OLIW,Olive-capped Warbler,0,0,0,0,0,0,0,0,0,0,0,0
9141,ARRW,Arrowhead Warbler,0,0,0,0,0,0,0,0,0,0,0,0
9145,BAYE,Bahama Yellowthroat,0,0,0,0,0,0,0,0,0,0,0,0
9151,ORAN,Orangequit,0,0,0,0,0,0,0,0,0,0,0,0
9153,JAEU,Jamaican Euphonia,0,0,0,0,0,0,0,0,0,0,0,0
9166,VETR,Venezuelan Troupial,0,0,0,0,0,0,0,0,0,0,0,0
9169,JAOR,Jamaican Oriole,0,0,0,0,0,0,0,0,0,0,0,0
9176,YSGR,Yellow-shouldered Grassquit,0,0,0,0,0,0,0,0,0,0,0,0
9178,GABU,Greater Antillean Bullfinch,0,0,0,0,0,0,0,0,0,0,0,0
9182,YBSE,Yellow-bellied Seedeater,0,0,0,0,0,0,0,0,0,0,0,0
9184,BBGR,Blue-black Grassquit,0,0,0,0,0,0,0,0,0,0,0,0
9986,HYNO,Hybrid Nonpasserine,0,0,0,0,0,0,0,0,0,0,0,0
9996,HYPA,Hybrid Passerine,0,0,0,0,0,0,0,0,0,0,0,0
